reading_id,timestamp,transformer_id,lt_section,voltage_v,current_a,power_kw,power_factor,frequency_hz,phase_imbalance_pct,status
2119,2026-08-01 00:35:18,TR-101,LT-004,219.75,6.494,1.403,0.983,50.161,0.36,NORMAL
6153,2026-08-01 01:42:32,TR-102,LT-004,226.91,10.334,2.178,0.929,49.923,0.53,NORMAL
7809,2026-08-01 02:10:08,TR-104,LT-003,236.56,9.775,2.045,0.884,49.941,0.25,NORMAL
502,2026-08-01 00:08:21,TR-102,LT-005,237.64,7.097,1.625,0.963,50.03,2.17,NORMAL
6260,2026-08-01 01:44:19,TR-104,LT-004,228.67,8.251,1.72,0.912,50.037,2.19,NORMAL
9744,2026-08-01 00:09:03,TR-103,LT-002,79.25,0.476,0.013,0.341,49.895,31.47,POSSIBLE_BROKEN_LT
1540,2026-08-01 00:25:39,TR-101,LT-006,218.51,7.397,1.503,0.93,49.979,2.46,NORMAL
6142,2026-08-01 01:42:21,TR-101,LT-001,229.82,6.867,1.455,0.922,50.047,1.24,NORMAL
1212,2026-08-01 00:20:11,TR-104,LT-002,227.23,6.151,1.312,0.938,49.993,1.58,NORMAL
9123,2026-08-01 00:18:42,TR-104,LT-005,182.8,3.567,0.553,0.848,49.786,11.98,WARNING
673,2026-08-01 00:11:12,TR-102,LT-004,228.63,7.865,1.701,0.946,49.994,1.32,NORMAL
3378,2026-08-01 00:56:17,TR-104,LT-006,226.14,9.952,2.115,0.94,50.072,2.2,NORMAL
8784,2026-08-01 00:13:03,TR-102,LT-003,154.97,10.486,1.283,0.79,50.139,13.31,WARNING
1465,2026-08-01 00:24:24,TR-102,LT-001,227.68,9.074,1.978,0.957,50.131,2.49,NORMAL
1193,2026-08-01 00:19:52,TR-103,LT-003,227.59,9.236,1.998,0.951,49.889,1.94,NORMAL
6985,2026-08-01 01:56:24,TR-103,LT-006,224.98,4.692,1.002,0.949,49.881,1.38,NORMAL
1873,2026-08-01 00:31:12,TR-101,LT-005,228.77,7.36,1.628,0.967,49.812,2.27,NORMAL
3591,2026-08-01 00:59:50,TR-104,LT-003,234.27,9.129,2.013,0.941,50.098,1.23,NORMAL
6727,2026-08-01 01:52:06,TR-102,LT-005,226.77,8.748,1.902,0.959,49.804,2.14,NORMAL
506,2026-08-01 00:08:25,TR-104,LT-002,228.05,7.389,1.635,0.97,50.007,3.33,NORMAL
8119,2026-08-01 00:01:58,TR-104,LT-003,183.71,10.604,1.82,0.934,49.956,14.22,WARNING
507,2026-08-01 00:08:26,TR-104,LT-006,227.63,10.096,2.188,0.952,50.083,1.47,NORMAL
9450,2026-08-01 00:04:09,TR-103,LT-003,72.21,0.373,0.015,0.544,50.047,44.65,POSSIBLE_BROKEN_LT
7132,2026-08-01 01:58:51,TR-101,LT-001,229.26,5.707,1.234,0.943,49.988,2.3,NORMAL
4808,2026-08-01 01:20:07,TR-102,LT-004,232.61,7.358,1.518,0.887,50.059,0.22,NORMAL
7304,2026-08-01 02:01:43,TR-104,LT-006,231.36,7.443,1.605,0.932,50.02,3.45,NORMAL
1774,2026-08-01 00:29:33,TR-102,LT-001,230.78,7.575,1.645,0.941,50.015,1.56,NORMAL
6855,2026-08-01 01:54:14,TR-103,LT-004,230.09,8.874,1.96,0.96,49.884,0.74,NORMAL
4907,2026-08-01 01:21:46,TR-103,LT-005,228.01,7.871,1.697,0.946,50.062,2.83,NORMAL
798,2026-08-01 00:13:17,TR-103,LT-006,232.73,9.795,2.114,0.928,50.002,2.61,NORMAL
8786,2026-08-01 00:13:05,TR-102,LT-006,164.25,12.695,1.611,0.773,50.105,2.48,WARNING
7071,2026-08-01 01:57:50,TR-103,LT-003,234.82,4.812,1.077,0.953,50.128,3.54,NORMAL
2830,2026-08-01 00:47:09,TR-103,LT-003,228.53,6.809,1.474,0.947,50.068,0.45,NORMAL
9320,2026-08-01 00:01:59,TR-103,LT-004,74.3,0.33,0.012,0.483,50.008,39.15,POSSIBLE_BROKEN_LT
8738,2026-08-01 00:12:17,TR-101,LT-006,160.11,11.262,1.372,0.761,50.064,11.75,WARNING
313,2026-08-01 00:05:12,TR-103,LT-004,233.3,8.484,1.762,0.89,50.015,2.76,NORMAL
747,2026-08-01 00:12:26,TR-103,LT-001,230.75,7.801,1.746,0.97,49.944,1.41,NORMAL
3570,2026-08-01 00:59:29,TR-102,LT-003,233.62,6.648,1.469,0.946,49.984,1.95,NORMAL
791,2026-08-01 00:13:10,TR-103,LT-003,231.72,3.771,0.828,0.948,50.087,2.95,NORMAL
2477,2026-08-01 00:41:16,TR-104,LT-002,229.08,6.012,1.318,0.957,50.029,3.91,NORMAL
9326,2026-08-01 00:02:05,TR-102,LT-002,65.79,0.115,0.001,0.147,49.948,26.46,POSSIBLE_BROKEN_LT
2571,2026-08-01 00:42:50,TR-101,LT-001,230.15,4.304,0.918,0.927,50.186,2.52,NORMAL
5287,2026-08-01 01:28:06,TR-104,LT-006,225.13,10.369,2.17,0.929,49.817,1.43,NORMAL
5216,2026-08-01 01:26:55,TR-101,LT-001,232.02,9.034,2.018,0.963,50.029,3.12,NORMAL
2164,2026-08-01 00:36:03,TR-104,LT-001,234.56,7.796,1.619,0.885,50.01,1.05,NORMAL
6578,2026-08-01 01:49:37,TR-101,LT-006,225.97,8.501,1.793,0.934,49.936,3.61,NORMAL
8450,2026-08-01 00:07:29,TR-102,LT-002,166.8,3.29,0.458,0.835,49.968,1.77,WARNING
381,2026-08-01 00:06:20,TR-102,LT-004,226.64,8.204,1.704,0.917,50.151,3.23,NORMAL
8509,2026-08-01 00:08:28,TR-101,LT-004,201.61,10.318,1.687,0.811,49.877,16.25,WARNING
1293,2026-08-01 00:21:32,TR-102,LT-004,229.98,4.866,1.065,0.951,50.086,1.13,NORMAL
1913,2026-08-01 00:31:52,TR-103,LT-005,232.55,6.564,1.426,0.934,50.075,2.99,NORMAL
600,2026-08-01 00:09:59,TR-102,LT-005,231.51,8.691,1.857,0.923,50.086,0.77,NORMAL
3893,2026-08-01 01:04:52,TR-104,LT-003,226.8,6.175,1.291,0.922,50.053,1.56,NORMAL
4142,2026-08-01 01:09:01,TR-103,LT-001,236.55,5.782,1.278,0.934,50.13,2.19,NORMAL
1653,2026-08-01 00:27:32,TR-104,LT-006,230.78,8.386,1.879,0.971,49.877,2.17,NORMAL
5225,2026-08-01 01:27:04,TR-104,LT-004,241.74,10.089,2.236,0.917,50.038,2.65,NORMAL
1894,2026-08-01 00:31:33,TR-104,LT-006,229.56,7.567,1.662,0.957,50.045,2.14,NORMAL
1945,2026-08-01 00:32:24,TR-102,LT-005,232.49,7.614,1.733,0.979,49.922,2.44,NORMAL
3396,2026-08-01 00:56:35,TR-101,LT-003,224.46,6.618,1.327,0.894,49.966,1.8,NORMAL
5480,2026-08-01 01:31:19,TR-102,LT-005,234.4,8.402,1.923,0.977,49.997,3.11,NORMAL
9770,2026-08-01 00:09:29,TR-103,LT-003,83.16,0.7,0.03,0.523,50.052,44.72,POSSIBLE_BROKEN_LT
376,2026-08-01 00:06:15,TR-103,LT-006,226.93,7.588,1.609,0.935,50.025,2.54,NORMAL
1967,2026-08-01 00:32:46,TR-102,LT-001,229.21,7.027,1.464,0.909,50.05,1.17,NORMAL
3958,2026-08-01 01:05:57,TR-102,LT-005,229.04,8.793,1.761,0.875,49.99,2.57,NORMAL
7136,2026-08-01 01:58:55,TR-103,LT-003,232.06,11.561,2.527,0.942,49.9,1.43,NORMAL
7479,2026-08-01 02:04:38,TR-101,LT-001,237.67,11.219,2.473,0.927,50.044,2.2,NORMAL
4506,2026-08-01 01:15:05,TR-102,LT-006,231.52,10.34,2.253,0.941,50.044,2.43,NORMAL
9581,2026-08-01 00:06:20,TR-104,LT-002,63.56,0.599,0.013,0.33,50.113,39.9,POSSIBLE_BROKEN_LT
5289,2026-08-01 01:28:08,TR-103,LT-005,227.58,6.676,1.418,0.933,50.094,1.5,NORMAL
1472,2026-08-01 00:24:31,TR-102,LT-004,227.56,11.152,2.398,0.945,49.935,1.64,NORMAL
3347,2026-08-01 00:55:46,TR-102,LT-001,228.86,7.454,1.651,0.968,50.048,1.69,NORMAL
6254,2026-08-01 01:44:13,TR-104,LT-004,231.21,9.696,2.082,0.929,50.059,3.86,NORMAL
2854,2026-08-01 00:47:33,TR-101,LT-003,230.88,7.227,1.586,0.951,49.94,4.04,NORMAL
8989,2026-08-01 00:16:28,TR-103,LT-004,204.11,13.596,1.987,0.716,49.986,12.98,WARNING
9776,2026-08-01 00:09:35,TR-103,LT-001,81.99,0.446,0.011,0.304,49.914,28.04,POSSIBLE_BROKEN_LT
6460,2026-08-01 01:47:39,TR-104,LT-003,230.5,6.72,1.468,0.948,50.192,1.94,NORMAL
4063,2026-08-01 01:07:42,TR-103,LT-002,226.2,6.792,1.415,0.921,50.138,2.54,NORMAL
5864,2026-08-01 01:37:43,TR-102,LT-004,222.82,8.223,1.672,0.913,49.946,3.13,NORMAL
4307,2026-08-01 01:11:46,TR-104,LT-001,227.48,9.364,1.959,0.92,50.024,3.02,NORMAL
4878,2026-08-01 01:21:17,TR-102,LT-002,231.73,9.635,2.076,0.93,50.149,1.12,NORMAL
7250,2026-08-01 02:00:49,TR-103,LT-005,224.12,6.549,1.343,0.915,50.094,2.89,NORMAL
5274,2026-08-01 01:27:53,TR-103,LT-004,232.8,8.185,1.771,0.929,49.923,1.32,NORMAL
3991,2026-08-01 01:06:30,TR-104,LT-001,223.24,6.955,1.507,0.971,49.918,2.52,NORMAL
1050,2026-08-01 00:17:29,TR-104,LT-004,235.52,9.794,2.192,0.95,49.981,1.86,NORMAL
6176,2026-08-01 01:42:55,TR-104,LT-003,228.95,6.262,1.335,0.931,49.915,1.57,NORMAL
6927,2026-08-01 01:55:26,TR-103,LT-006,230.08,9.055,1.998,0.959,49.997,0.7,NORMAL
7865,2026-08-01 02:11:04,TR-101,LT-001,228.16,7.564,1.609,0.932,49.938,1.33,NORMAL
2036,2026-08-01 00:33:55,TR-101,LT-006,241.04,7.01,1.573,0.931,49.956,4.59,NORMAL
4040,2026-08-01 01:07:19,TR-102,LT-006,227.24,5.859,1.201,0.902,50.025,1.21,NORMAL
6876,2026-08-01 01:54:35,TR-101,LT-006,226.4,7.28,1.6,0.971,49.89,2.69,NORMAL
9355,2026-08-01 00:02:34,TR-102,LT-005,49.75,0.471,0.011,0.454,50.046,43.71,POSSIBLE_BROKEN_LT
1973,2026-08-01 00:32:52,TR-102,LT-005,232.62,9.691,2.143,0.951,50.085,2.12,NORMAL
5073,2026-08-01 01:24:32,TR-104,LT-001,232.44,9.397,2.128,0.974,50.14,3.59,NORMAL
2100,2026-08-01 00:34:59,TR-104,LT-001,233.27,6.834,1.513,0.949,50.048,0.65,NORMAL
1500,2026-08-01 00:24:59,TR-101,LT-005,232.37,11.33,2.504,0.951,50.015,1.99,NORMAL
9613,2026-08-01 00:06:52,TR-104,LT-003,74.14,0.467,0.013,0.372,49.921,26.38,POSSIBLE_BROKEN_LT
653,2026-08-01 00:10:52,TR-104,LT-004,228.92,9.126,1.974,0.945,49.999,1.17,NORMAL
171,2026-08-01 00:02:50,TR-104,LT-006,226.44,6.913,1.429,0.913,50.03,0.51,NORMAL
4086,2026-08-01 01:08:05,TR-104,LT-005,229.1,11.117,2.355,0.925,50.016,3.23,NORMAL
243,2026-08-01 00:04:02,TR-103,LT-003,232.02,7.652,1.663,0.937,49.99,3.51,NORMAL
5711,2026-08-01 01:35:10,TR-103,LT-006,230.35,6.755,1.553,0.998,50.021,1.07,NORMAL
6973,2026-08-01 01:56:12,TR-101,LT-005,237.65,10.588,2.367,0.941,49.968,3.42,NORMAL
2757,2026-08-01 00:45:56,TR-101,LT-005,230.78,7.71,1.722,0.968,49.985,1.7,NORMAL
6885,2026-08-01 01:54:44,TR-101,LT-006,230.72,9.199,1.981,0.934,49.95,4.2,NORMAL
5447,2026-08-01 01:30:46,TR-104,LT-006,224.6,9.402,2.062,0.976,49.954,2.55,NORMAL
2077,2026-08-01 00:34:36,TR-101,LT-005,232.46,6.686,1.43,0.92,49.985,0.61,NORMAL
4104,2026-08-01 01:08:23,TR-104,LT-002,233.54,10.225,2.294,0.961,50.038,1.77,NORMAL
9560,2026-08-01 00:05:59,TR-104,LT-006,55.81,0.518,0.015,0.504,50.136,30.36,POSSIBLE_BROKEN_LT
7572,2026-08-01 02:06:11,TR-102,LT-006,230.12,11.602,2.485,0.931,50.053,1.83,NORMAL
9467,2026-08-01 00:04:26,TR-101,LT-006,65.43,0.281,0.007,0.385,50.114,32.28,POSSIBLE_BROKEN_LT
4895,2026-08-01 01:21:34,TR-103,LT-002,225.74,7.303,1.552,0.942,49.999,0.16,NORMAL
6693,2026-08-01 01:51:32,TR-104,LT-005,229.05,5.858,1.282,0.956,50.082,1.07,NORMAL
8055,2026-08-01 00:00:54,TR-104,LT-006,221.55,12.183,2.561,0.949,49.944,10.56,WARNING
5390,2026-08-01 01:29:49,TR-104,LT-006,221.29,6.739,1.429,0.958,50.077,3.73,NORMAL
9374,2026-08-01 00:02:53,TR-102,LT-002,77.76,0.241,0.011,0.597,50.024,54.51,POSSIBLE_BROKEN_LT
8022,2026-08-01 00:00:21,TR-103,LT-003,155.22,5.874,0.718,0.788,50.033,12.9,WARNING
8605,2026-08-01 00:10:04,TR-104,LT-003,156.71,10.115,1.247,0.787,49.967,5.23,WARNING
4481,2026-08-01 01:14:40,TR-103,LT-005,225.22,7.526,1.55,0.914,49.947,1.66,NORMAL
8327,2026-08-01 00:05:26,TR-102,LT-006,190.35,12.783,2.348,0.965,49.935,10.64,WARNING
4079,2026-08-01 01:07:58,TR-104,LT-005,228.45,11.353,2.422,0.934,50.012,1.94,NORMAL
641,2026-08-01 00:10:40,TR-102,LT-004,228.66,11.234,2.42,0.942,50.082,1.24,NORMAL
1271,2026-08-01 00:21:10,TR-101,LT-003,234.37,10.991,2.344,0.91,50.065,1.78,NORMAL
2779,2026-08-01 00:46:18,TR-104,LT-005,229.75,8.78,1.885,0.934,49.947,3.07,NORMAL
9498,2026-08-01 00:04:57,TR-104,LT-005,76.08,0.369,0.012,0.419,50.035,33.56,POSSIBLE_BROKEN_LT
3862,2026-08-01 01:04:21,TR-102,LT-001,226.84,5.969,1.321,0.975,49.962,0.49,NORMAL
3481,2026-08-01 00:58:00,TR-104,LT-003,228.79,8.03,1.643,0.894,50.099,2.82,NORMAL
1535,2026-08-01 00:25:34,TR-102,LT-005,228.14,9.64,2.008,0.913,50.124,2.3,NORMAL
326,2026-08-01 00:05:25,TR-104,LT-002,225.14,11.326,2.446,0.959,49.938,0.95,NORMAL
2339,2026-08-01 00:38:58,TR-101,LT-005,230.03,6.945,1.588,0.994,49.951,2.48,NORMAL
3981,2026-08-01 01:06:20,TR-103,LT-001,235.45,5.341,1.212,0.964,50.064,0.76,NORMAL
6878,2026-08-01 01:54:37,TR-102,LT-006,227.07,8.183,1.719,0.925,49.997,1.4,NORMAL
4055,2026-08-01 01:07:34,TR-102,LT-002,225.92,7.663,1.652,0.954,50.035,2.82,NORMAL
2238,2026-08-01 00:37:17,TR-101,LT-005,226.18,7.63,1.698,0.984,50.163,1.44,NORMAL
7107,2026-08-01 01:58:26,TR-101,LT-002,222.26,7.574,1.6,0.95,50.043,1.65,NORMAL
9669,2026-08-01 00:07:48,TR-104,LT-006,64.42,0.666,0.024,0.57,49.899,39.93,POSSIBLE_BROKEN_LT
4746,2026-08-01 01:19:05,TR-101,LT-001,228.86,7.97,1.657,0.908,49.979,3.05,NORMAL
865,2026-08-01 00:14:24,TR-104,LT-001,227.55,8.943,1.882,0.925,49.993,2.6,NORMAL
6204,2026-08-01 01:43:23,TR-103,LT-004,237.47,8.331,1.866,0.943,50.1,1.38,NORMAL
5509,2026-08-01 01:31:48,TR-103,LT-004,229.09,5.754,1.273,0.965,50.044,2.7,NORMAL
7430,2026-08-01 02:03:49,TR-102,LT-004,223.77,10.377,2.223,0.957,50.092,3.7,NORMAL
372,2026-08-01 00:06:11,TR-104,LT-001,231.99,6.168,1.351,0.944,49.977,2.31,NORMAL
6297,2026-08-01 01:44:56,TR-103,LT-004,226.28,7.306,1.525,0.922,50.088,2.25,NORMAL
5552,2026-08-01 01:32:31,TR-104,LT-003,231.63,8.339,1.764,0.913,49.949,2.12,NORMAL
5724,2026-08-01 01:35:23,TR-104,LT-004,227.58,12.624,2.723,0.948,50.044,2.09,NORMAL
5900,2026-08-01 01:38:19,TR-103,LT-006,234.37,5.864,1.286,0.936,50.042,1.77,NORMAL
9288,2026-08-01 00:01:27,TR-103,LT-001,93.01,0.074,0.003,0.404,49.982,33.35,POSSIBLE_BROKEN_LT
7872,2026-08-01 02:11:11,TR-103,LT-001,237.61,8.823,2.068,0.987,49.969,2.31,NORMAL
2365,2026-08-01 00:39:24,TR-104,LT-004,227.48,6.11,1.31,0.943,49.966,1.48,NORMAL
3214,2026-08-01 00:53:33,TR-102,LT-004,236.09,9.155,2.055,0.951,49.872,1.83,NORMAL
912,2026-08-01 00:15:11,TR-104,LT-006,230.88,6.359,1.349,0.919,49.998,1.64,NORMAL
9048,2026-08-01 00:17:27,TR-104,LT-005,184.88,10.417,1.54,0.8,49.987,13.05,WARNING
9791,2026-08-01 00:09:50,TR-102,LT-001,67.84,0.374,0.008,0.329,50.227,34.51,POSSIBLE_BROKEN_LT
7290,2026-08-01 02:01:29,TR-101,LT-004,229.94,9.127,2.029,0.967,50.053,1.89,NORMAL
9959,2026-08-01 00:12:38,TR-101,LT-001,87.46,0.317,0.02,0.717,49.911,44.69,POSSIBLE_BROKEN_LT
6537,2026-08-01 01:48:56,TR-102,LT-006,226.2,8.492,1.74,0.906,50.092,0.59,NORMAL
9193,2026-08-01 00:19:52,TR-103,LT-001,161.56,10.828,1.514,0.866,50.0,13.13,WARNING
1424,2026-08-01 00:23:43,TR-102,LT-003,226.64,8.23,1.762,0.945,49.963,0.93,NORMAL
9808,2026-08-01 00:10:07,TR-104,LT-001,75.51,0.194,0.009,0.586,49.834,20.23,POSSIBLE_BROKEN_LT
480,2026-08-01 00:07:59,TR-104,LT-005,234.48,5.305,1.199,0.964,49.932,0.94,NORMAL
663,2026-08-01 00:11:02,TR-102,LT-004,229.87,9.593,2.086,0.946,50.019,0.97,NORMAL
4477,2026-08-01 01:14:36,TR-103,LT-006,228.16,7.558,1.648,0.956,50.013,2.8,NORMAL
8983,2026-08-01 00:16:22,TR-103,LT-004,190.8,10.495,1.592,0.795,49.971,11.15,WARNING
8078,2026-08-01 00:01:17,TR-102,LT-005,206.41,12.572,2.117,0.816,49.875,10.31,WARNING
2989,2026-08-01 00:49:48,TR-103,LT-005,225.48,9.25,2.012,0.965,50.087,1.83,NORMAL
1120,2026-08-01 00:18:39,TR-101,LT-005,234.2,10.755,2.402,0.954,49.926,2.08,NORMAL
2777,2026-08-01 00:46:16,TR-101,LT-004,228.98,4.856,1.027,0.923,50.081,2.17,NORMAL
9836,2026-08-01 00:10:35,TR-103,LT-005,80.73,0.169,0.007,0.479,49.992,44.46,POSSIBLE_BROKEN_LT
5004,2026-08-01 01:23:23,TR-103,LT-002,228.68,6.16,1.306,0.927,49.958,0.92,NORMAL
6650,2026-08-01 01:50:49,TR-102,LT-005,230.8,7.938,1.785,0.974,49.987,1.09,NORMAL
7255,2026-08-01 02:00:54,TR-102,LT-001,232.88,6.786,1.505,0.953,50.034,0.79,NORMAL
4428,2026-08-01 01:13:47,TR-103,LT-003,226.62,8.17,1.733,0.936,50.102,3.24,NORMAL
7432,2026-08-01 02:03:51,TR-102,LT-001,224.31,9.173,1.982,0.963,49.986,2.71,NORMAL
3982,2026-08-01 01:06:21,TR-102,LT-002,236.56,7.431,1.675,0.953,50.095,2.52,NORMAL
6352,2026-08-01 01:45:51,TR-104,LT-006,225.85,9.763,2.081,0.944,49.969,3.28,NORMAL
2894,2026-08-01 00:48:13,TR-103,LT-005,230.86,9.049,2.077,0.994,49.999,3.88,NORMAL
2670,2026-08-01 00:44:29,TR-104,LT-002,232.5,6.798,1.464,0.926,49.817,4.48,NORMAL
3978,2026-08-01 01:06:17,TR-101,LT-006,235.79,5.178,1.116,0.914,50.05,1.23,NORMAL
5260,2026-08-01 01:27:39,TR-101,LT-001,238.09,9.079,1.977,0.915,50.06,2.1,NORMAL
280,2026-08-01 00:04:39,TR-101,LT-005,228.46,10.271,2.28,0.972,49.91,1.4,NORMAL
6731,2026-08-01 01:52:10,TR-101,LT-004,236.73,3.234,0.746,0.975,50.056,2.96,NORMAL
6105,2026-08-01 01:41:44,TR-101,LT-001,226.42,6.525,1.383,0.936,49.995,2.18,NORMAL
7021,2026-08-01 01:57:00,TR-102,LT-006,238.19,9.368,2.068,0.927,49.913,0.95,NORMAL
1695,2026-08-01 00:28:14,TR-102,LT-002,230.51,7.538,1.664,0.958,50.012,1.35,NORMAL
8913,2026-08-01 00:15:12,TR-103,LT-005,191.95,9.972,1.56,0.815,49.986,11.23,WARNING
3480,2026-08-01 00:57:59,TR-102,LT-004,235.55,5.548,1.229,0.941,50.155,1.71,NORMAL
4417,2026-08-01 01:13:36,TR-104,LT-006,231.05,6.921,1.524,0.953,49.994,2.34,NORMAL
7593,2026-08-01 02:06:32,TR-101,LT-005,226.98,6.67,1.401,0.925,49.98,0.21,NORMAL
6283,2026-08-01 01:44:42,TR-103,LT-006,233.68,8.317,1.78,0.916,50.023,2.8,NORMAL
5604,2026-08-01 01:33:23,TR-101,LT-004,233.88,10.695,2.323,0.929,49.808,1.57,NORMAL
8620,2026-08-01 00:10:19,TR-101,LT-006,194.4,9.163,1.482,0.832,50.043,12.48,WARNING
7781,2026-08-01 02:09:40,TR-103,LT-002,228.46,7.107,1.518,0.935,49.989,3.04,NORMAL
4297,2026-08-01 01:11:36,TR-102,LT-001,225.78,7.311,1.598,0.968,50.134,2.52,NORMAL
4594,2026-08-01 01:16:33,TR-104,LT-006,221.31,13.939,2.948,0.956,49.957,1.18,NORMAL
4845,2026-08-01 01:20:44,TR-103,LT-006,234.67,12.314,2.832,0.98,49.945,2.64,NORMAL
2210,2026-08-01 00:36:49,TR-102,LT-004,230.0,6.623,1.488,0.977,50.009,2.6,NORMAL
7606,2026-08-01 02:06:45,TR-102,LT-004,227.07,7.745,1.696,0.964,50.013,0.08,NORMAL
5502,2026-08-01 01:31:41,TR-101,LT-006,232.13,8.473,1.901,0.967,50.01,1.9,NORMAL
185,2026-08-01 00:03:04,TR-101,LT-005,229.11,8.108,1.763,0.949,50.075,2.28,NORMAL
4801,2026-08-01 01:20:00,TR-104,LT-006,232.03,11.19,2.359,0.909,50.031,0.79,NORMAL
4846,2026-08-01 01:20:45,TR-103,LT-001,232.12,8.073,1.799,0.96,50.046,0.61,NORMAL
2351,2026-08-01 00:39:10,TR-103,LT-005,234.24,8.282,1.812,0.934,50.127,2.73,NORMAL
554,2026-08-01 00:09:13,TR-103,LT-002,231.02,8.015,1.747,0.943,49.963,1.95,NORMAL
1398,2026-08-01 00:23:17,TR-103,LT-002,226.11,7.05,1.469,0.922,49.868,2.63,NORMAL
1385,2026-08-01 00:23:04,TR-102,LT-003,232.97,6.554,1.373,0.9,50.104,2.61,NORMAL
9183,2026-08-01 00:19:42,TR-102,LT-003,158.62,11.665,1.709,0.924,50.009,12.71,WARNING
9818,2026-08-01 00:10:17,TR-103,LT-001,72.53,0.135,0.006,0.623,49.888,57.32,POSSIBLE_BROKEN_LT
298,2026-08-01 00:04:57,TR-104,LT-004,231.23,8.755,1.866,0.922,49.988,1.72,NORMAL
444,2026-08-01 00:07:23,TR-104,LT-004,229.64,5.377,1.183,0.958,50.014,1.61,NORMAL
7339,2026-08-01 02:02:18,TR-104,LT-002,230.07,7.279,1.529,0.913,50.11,0.95,NORMAL
2078,2026-08-01 00:34:37,TR-103,LT-002,234.82,5.843,1.317,0.96,50.122,3.79,NORMAL
7816,2026-08-01 02:10:15,TR-104,LT-002,230.61,9.25,2.132,1.0,50.068,2.33,NORMAL
2230,2026-08-01 00:37:09,TR-102,LT-005,234.03,6.361,1.426,0.958,49.879,1.13,NORMAL
2843,2026-08-01 00:47:22,TR-103,LT-001,235.91,6.341,1.461,0.976,50.04,0.88,NORMAL
2538,2026-08-01 00:42:17,TR-102,LT-006,233.67,5.656,1.276,0.966,50.036,2.12,NORMAL
8146,2026-08-01 00:02:25,TR-101,LT-001,177.89,4.98,0.681,0.769,50.019,22.29,WARNING
9537,2026-08-01 00:05:36,TR-102,LT-004,64.73,0.463,0.021,0.705,49.936,54.11,POSSIBLE_BROKEN_LT
6444,2026-08-01 01:47:23,TR-102,LT-004,233.61,10.426,2.279,0.936,50.041,2.68,NORMAL
3368,2026-08-01 00:56:07,TR-101,LT-003,230.71,11.437,2.494,0.945,50.106,1.69,NORMAL
4487,2026-08-01 01:14:46,TR-101,LT-006,231.68,8.586,1.857,0.934,49.917,0.64,NORMAL
2579,2026-08-01 00:42:58,TR-104,LT-003,231.12,8.777,1.976,0.974,49.858,3.74,NORMAL
1132,2026-08-01 00:18:51,TR-104,LT-004,231.69,12.027,2.744,0.985,49.9,2.17,NORMAL
4819,2026-08-01 01:20:18,TR-102,LT-002,232.51,5.743,1.312,0.983,49.88,1.82,NORMAL
321,2026-08-01 00:05:20,TR-101,LT-006,230.39,3.98,0.883,0.963,49.948,0.92,NORMAL
1372,2026-08-01 00:22:51,TR-101,LT-006,236.85,7.9,1.802,0.963,49.974,1.76,NORMAL
4043,2026-08-01 01:07:22,TR-103,LT-006,223.54,7.804,1.523,0.873,49.885,0.56,NORMAL
9126,2026-08-01 00:18:45,TR-103,LT-002,175.47,7.828,1.043,0.759,49.866,15.67,WARNING
5146,2026-08-01 01:25:45,TR-104,LT-004,230.49,8.861,1.871,0.916,49.924,3.68,NORMAL
908,2026-08-01 00:15:07,TR-103,LT-006,232.99,4.925,1.081,0.942,50.001,1.6,NORMAL
9427,2026-08-01 00:03:46,TR-101,LT-004,73.79,0.504,0.023,0.61,49.963,30.84,POSSIBLE_BROKEN_LT
3951,2026-08-01 01:05:50,TR-103,LT-005,232.06,10.548,2.222,0.908,50.014,1.71,NORMAL
6146,2026-08-01 01:42:25,TR-101,LT-006,229.12,4.137,0.864,0.912,50.037,0.41,NORMAL
8887,2026-08-01 00:14:46,TR-103,LT-005,199.22,8.156,1.314,0.809,49.807,9.46,WARNING
6696,2026-08-01 01:51:35,TR-101,LT-002,225.68,4.027,0.909,1.0,49.972,3.64,NORMAL
4978,2026-08-01 01:22:57,TR-103,LT-005,230.46,5.702,1.244,0.947,49.91,2.77,NORMAL
6093,2026-08-01 01:41:32,TR-103,LT-005,229.35,5.018,1.057,0.918,50.092,3.03,NORMAL
8409,2026-08-01 00:06:48,TR-103,LT-004,175.64,15.461,2.38,0.877,50.048,9.6,WARNING
927,2026-08-01 00:15:26,TR-101,LT-003,227.76,5.297,1.111,0.921,50.061,2.02,NORMAL
6144,2026-08-01 01:42:23,TR-102,LT-002,232.73,7.91,1.782,0.968,49.943,0.87,NORMAL
16,2026-08-01 00:00:15,TR-103,LT-004,227.75,10.69,2.297,0.944,50.05,3.24,NORMAL
144,2026-08-01 00:02:23,TR-104,LT-005,230.74,7.07,1.522,0.933,50.037,3.17,NORMAL
2364,2026-08-01 00:39:23,TR-101,LT-005,234.45,5.515,1.293,1.0,49.938,2.35,NORMAL
130,2026-08-01 00:02:09,TR-102,LT-002,227.99,8.562,1.906,0.977,50.116,2.57,NORMAL
1162,2026-08-01 00:19:21,TR-102,LT-005,239.16,7.796,1.844,0.989,50.061,0.34,NORMAL
7552,2026-08-01 02:05:51,TR-102,LT-004,237.67,8.622,2.025,0.988,50.084,1.26,NORMAL
6130,2026-08-01 01:42:09,TR-104,LT-005,224.18,4.041,0.84,0.927,50.035,1.72,NORMAL
